
Workload,Communication time (s),EPR pair generation time (s),EPR pair distribution time (s),Pre-processing time (s),Classical transfer time (s),Post-processing time (s),Computation time (s),Fetch time (s),Decode time (s),Dispatch time (s),Execution time (s),Coherence (%)
, 0.000291362, 0.000201, 2.01e-09, 7.839e-05, 5.94e-06, 6.03e-06, 4.575e-06, 7.46875e-08, 6e-06, 3.0185e-05, 0.000332197, 28.9517
, 8.47606e-05, 5.8e-05, 5.8e-10, 2.262e-05, 2.4e-06, 1.74e-06, 1.905e-06, 6.55625e-08, 6e-06, 2.2965e-05, 0.000115696, 64.9403
, 0.000133981, 9.2e-05, 9.2e-10, 3.588e-05, 3.34e-06, 2.76e-06, 4.335e-06, 7.4375e-08, 6e-06, 2.633e-05, 0.00017072, 52.8868
, 0.000135011, 9.3e-05, 9.3e-10, 3.627e-05, 2.95e-06, 2.79e-06, 2.115e-06, 7.5e-08, 6e-06, 2.19e-05, 0.000165101, 54.0074
, 0.000251702, 0.000175, 1.75e-09, 6.825e-05, 3.2e-06, 5.25e-06, 4.815e-06, 7.325e-08, 6e-06, 2.629e-05, 0.00028888, 34.0306
, 0.000102261, 7e-05, 7e-10, 2.73e-05, 2.86e-06, 2.1e-06, 1.77e-06, 7.5e-08, 6e-06, 2.021e-05, 0.000130316, 61.4926
, 0.000185591, 0.000128, 1.28e-09, 4.992e-05, 3.83e-06, 3.84e-06, 2.04e-06, 7.5e-08, 6e-06, 2.213e-05, 0.000215836, 44.6927
, 2.90002e-05, 2e-05, 2e-10, 7.8e-06, 6e-07, 6e-07, 8.1e-07, 7.36563e-08, 5.95e-06, 1.641e-05, 5.22439e-05, 82.2884
, 0, 0, 0, 0, 0, 0, 6.6e-07, 2.52e-07, 2.176e-05, 5.628e-05, 7.8952e-05, 74.4832
, 2.34102e-05, 1.6e-05, 1.6e-10, 6.24e-06, 6.9e-07, 4.8e-07, 2.85e-07, 5.86875e-08, 4.94e-06, 1.139e-05, 4.00838e-05, 86.1081


Workload,Communication time (s),EPR pair generation time (s),EPR pair distribution time (s),Pre-processing time (s),Classical transfer time (s),Post-processing time (s),Computation time (s),Fetch time (s),Decode time (s),Dispatch time (s),Execution time (s),Coherence (%)
, 0.000404453, 0.000279, 2.79e-09, 0.00010881, 8.27e-06, 8.37e-06, 6.495e-06, 1.00687e-07, 8e-06, 4.0975e-05, 0.000460023, 17.9693
, 0.000114221, 7.8e-05, 7.8e-10, 3.042e-05, 3.46e-06, 2.34e-06, 2.565e-06, 8.70625e-08, 8e-06, 2.7355e-05, 0.000152228, 56.6649
, 0.000209231, 0.000144, 1.44e-09, 5.616e-05, 4.75e-06, 4.32e-06, 6.21e-06, 9.9875e-08, 8e-06, 3.51e-05, 0.000258641, 38.0953
, 0.000174141, 0.00012, 1.2e-09, 4.68e-05, 3.74e-06, 3.6e-06, 2.46e-06, 1e-07, 8e-06, 2.876e-05, 0.000213461, 45.0906
, 0.000365993, 0.000254, 2.54e-09, 9.906e-05, 5.31e-06, 7.62e-06, 6.225e-06, 1.00187e-07, 8e-06, 3.7105e-05, 0.000417423, 21.0652
, 0.000139921, 9.6e-05, 9.6e-10, 3.744e-05, 3.6e-06, 2.88e-06, 2.28e-06, 1e-07, 8e-06, 2.777e-05, 0.000178071, 51.456
, 0.000240112, 0.000166, 1.66e-09, 6.474e-05, 4.39e-06, 4.98e-06, 2.685e-06, 1e-07, 8e-06, 2.757e-05, 0.000278467, 35.3789
, 4.06003e-05, 2.8e-05, 2.8e-10, 1.092e-05, 8.4e-07, 8.4e-07, 1.275e-06, 9.8375e-08, 7.98e-06, 2.4045e-05, 7.39987e-05, 75.8726
, 0, 0, 0, 0, 0, 0, 6.6e-07, 2.52e-07, 2.176e-05, 5.628e-05, 7.8952e-05, 74.4832
, 2.17602e-05, 1.5e-05, 1.5e-10, 5.85e-06, 4.6e-07, 4.5e-07, 2.7e-07, 5.86875e-08, 4.94e-06, 1.074e-05, 3.77688e-05, 86.8551


Workload,Communication time (s),EPR pair generation time (s),EPR pair distribution time (s),Pre-processing time (s),Classical transfer time (s),Post-processing time (s),Computation time (s),Fetch time (s),Decode time (s),Dispatch time (s),Execution time (s),Coherence (%)
, 0.000481053, 0.000332, 3.32e-09, 0.00012948, 9.61e-06, 9.96e-06, 7.515e-06, 1.26312e-07, 1e-05, 4.9755e-05, 0.00054845, 12.9192
, 0.000146541, 0.0001, 1e-09, 3.9e-05, 4.54e-06, 3e-06, 3.06e-06, 1.1075e-07, 1.006e-05, 3.3235e-05, 0.000193007, 48.6667
, 0.000216661, 0.000149, 1.49e-09, 5.811e-05, 5.08e-06, 4.47e-06, 7.845e-06, 1.24812e-07, 1e-05, 4.5975e-05, 0.000280606, 35.0976
, 0.000206341, 0.000142, 1.42e-09, 5.538e-05, 4.7e-06, 4.26e-06, 3.12e-06, 1.25e-07, 1e-05, 3.557e-05, 0.000255156, 38.5939
, 0.000440153, 0.000305, 3.05e-09, 0.00011895, 7.05e-06, 9.15e-06, 7.365e-06, 1.255e-07, 1e-05, 4.659e-05, 0.000504234, 15.2366
, 0.000157521, 0.000108, 1.08e-09, 4.212e-05, 4.16e-06, 3.24e-06, 3.18e-06, 1.25e-07, 1e-05, 3.745e-05, 0.000208276, 45.9715
, 0.000283232, 0.000195, 1.95e-09, 7.605e-05, 6.33e-06, 5.85e-06, 3.15e-06, 1.25e-07, 1e-05, 3.947e-05, 0.000335977, 28.5462
, 8.12906e-05, 5.6e-05, 5.6e-10, 2.184e-05, 1.77e-06, 1.68e-06, 1.575e-06, 1.265e-07, 9.98e-06, 3.0575e-05, 0.000123547, 63.0655
, 0, 0, 0, 0, 0, 0, 6.6e-07, 2.52e-07, 2.176e-05, 5.628e-05, 7.8952e-05, 74.4832
, 2.47802e-05, 1.7e-05, 1.7e-10, 6.63e-06, 6.4e-07, 5.1e-07, 3e-07, 5.86875e-08, 4.94e-06, 1.033e-05, 4.04089e-05, 86.003

